"FOLIO","VIV_SEL","HOGAR","N_REN","P2_3","SEXO","EDAD","NIV","GRA","TLOC","REGION","EST_DIS","UPM_DIS","FAC_HOG"
"04602","04","1","03","4","2","10","","","1","3","069","0000787",5160
"04602","04","1","05","4","2","01","","","1","3","069","0000787",5160
"04602","04","1","04","4","1","06","","","1","3","069","0000787",5160
"04603","05","1","02","2","1","34","","","1","3","069","0000787",5160
"04603","05","1","01","1","2","36","06","1","1","3","069","0000787",5160
"04604","01","1","07","3","1","14","","","1","3","070","0000788",4955
"04604","01","1","04","3","1","25","","","1","3","070","0000788",4955
"04604","01","1","06","3","1","19","","","1","3","070","0000788",4955
"04604","01","1","05","3","1","23","","","1","3","070","0000788",4955
"04604","01","1","02","2","2","58","","","1","3","070","0000788",4955
"04604","01","1","01","1","1","61","09","2","1","3","070","0000788",4955
"04604","01","1","03","3","2","27","","","1","3","070","0000788",4955
"04605","02","1","01","1","1","84","03","1","1","3","070","0000788",4955
"04605","02","1","03","3","1","50","","","1","3","070","0000788",4955
"04605","02","1","02","3","2","56","","","1","3","070","0000788",4955
"04606","03","1","01","1","1","65","02","6","1","3","070","0000788",4955
"04606","03","1","02","2","2","62","","","1","3","070","0000788",4955
"04606","03","1","03","3","1","98","","","1","3","070","0000788",4955
"04606","03","1","04","3","1","98","","","1","3","070","0000788",4955
"04606","03","1","09","3","1","98","","","1","3","070","0000788",4955
"04606","03","1","06","5","2","67","","","1","3","070","0000788",4955
"04606","03","1","07","5","1","98","","","1","3","070","0000788",4955
"04606","03","1","08","5","2","98","","","1","3","070","0000788",4955
"04606","03","1","05","3","1","98","","","1","3","070","0000788",4955
"04607","04","1","01","1","2","61","02","6","1","3","070","0000788",4955
"04607","04","1","04","4","1","06","","","1","3","070","0000788",4955
"04607","04","1","03","5","2","31","","","1","3","070","0000788",4955
"04607","04","1","02","3","1","25","","","1","3","070","0000788",4955
"04608","05","1","01","1","1","75","02","6","1","3","070","0000788",4955
"04608","05","1","02","2","2","71","","","1","3","070","0000788",4955
"04609","01","1","01","1","2","41","03","3","1","3","069","0000789",4354
"04609","01","1","03","3","2","16","","","1","3","069","0000789",4354
"04609","01","1","04","3","2","09","","","1","3","069","0000789",4354
"04609","01","1","02","3","2","18","","","1","3","069","0000789",4354
"04609","01","1","05","3","2","05","","","1","3","069","0000789",4354
"04610","02","1","01","1","2","75","00","0","1","3","069","0000789",4354
"04610","02","1","02","5","1","35","","","1","3","069","0000789",4354
"04610","02","1","03","3","2","37","","","1","3","069","0000789",4354
"04610","02","1","04","4","1","22","","","1","3","069","0000789",4354
"04611","03","1","05","3","1","05","","","1","3","069","0000789",4354
"04611","03","1","03","3","1","09","","","1","3","069","0000789",4354
"04611","03","1","04","3","2","08","","","1","3","069","0000789",4354
"04611","03","1","02","2","2","29","","","1","3","069","0000789",4354
"04611","03","1","01","1","1","32","03","3","1","3","069","0000789",4354
"04612","04","1","01","1","2","54","02","3","1","3","069","0000789",4354
"04613","05","1","01","1","1","69","02","6","1","3","069","0000789",4354
"04613","05","1","02","2","2","67","","","1","3","069","0000789",4354
"04613","05","1","03","3","1","43","","","1","3","069","0000789",4354
"04613","05","1","04","4","2","10","","","1","3","069","0000789",4354
"04614","01","1","01","1","2","51","08","4","1","3","070","0000790",4544
"04614","01","1","02","3","1","17","","","1","3","070","0000790",4544
"04615","02","1","05","3","2","08","","","1","3","070","0000790",4544
"04615","02","1","04","3","2","19","","","1","3","070","0000790",4544
"04615","02","1","02","2","2","43","","","1","3","070","0000790",4544
"04615","02","1","01","1","1","43","03","3","1","3","070","0000790",4544
"04615","02","1","03","3","1","22","","","1","3","070","0000790",4544
"04616","03","1","04","3","2","22","","","1","3","070","0000790",4544
"04616","03","1","03","3","1","25","","","1","3","070","0000790",4544
"04616","03","1","02","2","2","49","","","1","3","070","0000790",4544
"04616","03","1","01","1","1","49","03","3","1","3","070","0000790",4544
"04616","03","1","05","3","1","14","","","1","3","070","0000790",4544
"04617","04","1","03","3","1","10","","","1","3","070","0000790",4544
"04617","04","1","02","2","2","43","","","1","3","070","0000790",4544
"04617","04","1","01","1","1","53","03","3","1","3","070","0000790",4544
"04617","04","1","04","3","2","08","","","1","3","070","0000790",4544
"04618","05","1","05","3","1","09","","","1","3","070","0000790",4544
"04618","05","1","04","3","2","11","","","1","3","070","0000790",4544
"04618","05","1","03","3","1","12","","","1","3","070","0000790",4544
"04618","05","1","01","1","1","39","06","1","1","3","070","0000790",4544
"04618","05","1","02","2","2","33","","","1","3","070","0000790",4544
"04619","01","1","01","1","1","34","02","6","1","3","070","0000791",5316
"04619","01","1","08","3","1","04","","","1","3","070","0000791",5316
"04619","01","1","03","3","2","15","","","1","3","070","0000791",5316
"04619","01","1","04","3","2","11","","","1","3","070","0000791",5316
"04619","01","1","05","3","2","09","","","1","3","070","0000791",5316
"04619","01","1","06","3","1","05","","","1","3","070","0000791",5316
"04619","01","1","07","3","2","04","","","1","3","070","0000791",5316
"04619","01","1","02","2","2","33","","","1","3","070","0000791",5316
"04620","02","1","11","4","2","03","","","1","3","070","0000791",5316
"04620","02","1","06","3","2","17","","","1","3","070","0000791",5316
"04620","02","1","05","3","2","20","","","1","3","070","0000791",5316
"04620","02","1","04","3","2","24","","","1","3","070","0000791",5316
"04620","02","1","03","3","1","28","","","1","3","070","0000791",5316
"04620","02","1","12","4","2","02","","","1","3","070","0000791",5316
"04620","02","1","01","1","1","56","03","3","1","3","070","0000791",5316
"04620","02","1","09","4","2","05","","","1","3","070","0000791",5316
"04620","02","1","10","4","1","04","","","1","3","070","0000791",5316
"04620","02","1","08","4","2","07","","","1","3","070","0000791",5316
"04620","02","1","07","3","1","13","","","1","3","070","0000791",5316
"04620","02","1","02","2","2","44","","","1","3","070","0000791",5316
"04621","04","1","02","5","2","72","","","1","3","070","0000791",5316
"04621","04","1","01","1","1","46","08","4","1","3","070","0000791",5316
"04622","05","1","02","2","2","65","","","1","3","070","0000791",5316
"04622","05","1","03","3","1","33","","","1","3","070","0000791",5316
"04622","05","1","01","1","1","68","02","2","1","3","070","0000791",5316
"04623","01","1","01","1","1","26","06","1","1","3","069","0000792",4146
"04623","01","1","02","2","2","27","","","1","3","069","0000792",4146
"04623","01","1","03","3","1","08","","","1","3","069","0000792",4146
"04623","01","1","04","3","1","05","","","1","3","069","0000792",4146
"04623","01","1","05","3","1","01","","","1","3","069","0000792",4146
"04624","03","1","04","3","1","21","","","1","3","069","0000792",4146
"04624","03","1","02","2","2","44","","","1","3","069","0000792",4146
"04624","03","1","03","3","1","26","","","1","3","069","0000792",4146
"04624","03","1","01","1","1","46","03","3","1","3","069","0000792",4146
"04625","04","1","01","1","1","72","02","5","1","3","069","0000792",4146
"04625","04","1","02","2","2","72","","","1","3","069","0000792",4146
"04626","05","1","03","6","1","72","","","1","3","069","0000792",4146
"04626","05","1","01","1","1","40","02","6","1","3","069","0000792",4146
"04626","05","1","02","5","1","36","","","1","3","069","0000792",4146
"04627","01","1","01","1","2","58","04","3","1","3","071","0000793",5478
"04627","01","1","02","2","1","63","","","1","3","071","0000793",5478
"04628","03","1","03","3","1","24","","","1","3","071","0000793",5478
"04628","03","1","01","1","1","56","03","3","1","3","071","0000793",5478
"04628","03","1","04","3","1","20","","","1","3","071","0000793",5478
"04628","03","1","02","2","2","55","","","1","3","071","0000793",5478
"04629","05","1","03","5","2","89","","","1","3","071","0000793",5478
"04629","05","1","02","3","2","31","","","1","3","071","0000793",5478
"04629","05","1","01","1","2","62","99","9","1","3","071","0000793",5478
"04630","01","1","01","1","1","48","02","6","1","3","070","0000794",5161
"04630","01","1","02","2","2","41","","","1","3","070","0000794",5161
"04630","01","1","10","4","1","02","","","1","3","070","0000794",5161
"04630","01","1","09","3","1","16","","","1","3","070","0000794",5161
"04630","01","1","08","3","1","16","","","1","3","070","0000794",5161
"04630","01","1","07","3","1","17","","","1","3","070","0000794",5161
"04630","01","1","06","3","2","18","","","1","3","070","0000794",5161
"04630","01","1","05","3","2","20","","","1","3","070","0000794",5161
"04630","01","1","04","3","2","24","","","1","3","070","0000794",5161
"04630","01","1","03","5","1","34","","","1","3","070","0000794",5161
"04631","02","1","01","1","1","65","02","6","1","3","070","0000794",5161
"04632","03","1","03","3","2","13","","","1","3","070","0000794",5161
"04632","03","1","01","1","1","37","06","3","1","3","070","0000794",5161
"04632","03","1","02","2","2","37","","","1","3","070","0000794",5161
"04632","03","1","05","3","2","05","","","1","3","070","0000794",5161
"04632","03","1","04","3","1","14","","","1","3","070","0000794",5161
"04633","04","1","02","3","1","24","","","1","3","070","0000794",5161
"04633","04","1","03","2","2","56","","","1","3","070","0000794",5161
"04633","04","1","01","1","1","62","03","1","1","3","070","0000794",5161
"04634","05","1","01","1","1","51","07","3","1","3","070","0000794",5161
"04634","05","1","03","3","1","10","","","1","3","070","0000794",5161
"04634","05","1","02","2","2","43","","","1","3","070","0000794",5161
"04635","02","1","01","1","1","38","06","2","1","3","070","0000795",5018
"04635","02","1","02","2","2","38","","","1","3","070","0000795",5018
"04635","02","1","03","3","1","15","","","1","3","070","0000795",5018
"04635","02","1","04","3","1","09","","","1","3","070","0000795",5018
"04636","03","1","01","1","1","32","03","3","1","3","070","0000795",5018
"04636","03","1","02","2","2","30","","","1","3","070","0000795",5018
"04636","03","1","03","3","2","00","","","1","3","070","0000795",5018
"04637","04","1","01","1","2","50","06","3","1","3","070","0000795",5018
"04637","04","1","02","3","1","25","","","1","3","070","0000795",5018
"04637","04","1","05","4","2","06","","","1","3","070","0000795",5018
"04637","04","1","04","5","2","25","","","1","3","070","0000795",5018
"04637","04","1","03","3","2","21","","","1","3","070","0000795",5018
"04638","05","1","01","1","2","44","06","3","1","3","070","0000795",5018
"04638","05","1","02","3","1","22","","","1","3","070","0000795",5018
"04639","01","1","01","1","1","38","99","9","1","3","069","0000796",4680
"04639","01","1","02","3","1","17","","","1","3","069","0000796",4680
"04639","01","1","03","3","2","12","","","1","3","069","0000796",4680
"04640","02","1","03","3","2","08","","","1","3","069","0000796",4680
"04640","02","1","02","3","1","15","","","1","3","069","0000796",4680
"04640","02","1","01","1","2","42","08","4","1","3","069","0000796",4680
"04640","02","1","04","3","2","06","","","1","3","069","0000796",4680
"04640","02","1","05","3","1","05","","","1","3","069","0000796",4680
"04641","03","1","01","1","1","44","06","3","1","3","069","0000796",4680
"04641","03","1","02","2","2","39","","","1","3","069","0000796",4680
"04641","03","1","03","3","1","19","","","1","3","069","0000796",4680
"04641","03","1","04","3","2","12","","","1","3","069","0000796",4680
"04642","04","1","05","3","2","26","","","1","3","069","0000796",4680
"04642","04","1","04","3","2","26","","","1","3","069","0000796",4680
"04642","04","1","01","1","1","55","08","5","1","3","069","0000796",4680
"04642","04","1","02","2","2","53","","","1","3","069","0000796",4680
"04642","04","1","03","3","2","28","","","1","3","069","0000796",4680
"04643","05","1","01","1","1","29","06","3","1","3","069","0000796",4680
"04644","01","1","03","3","2","13","","","1","3","069","0000797",4886
"04644","01","1","02","2","2","29","","","1","3","069","0000797",4886
"04644","01","1","01","1","1","31","03","2","1","3","069","0000797",4886
"04644","01","1","04","3","2","04","","","1","3","069","0000797",4886
"04644","01","1","05","3","1","03","","","1","3","069","0000797",4886
"04645","02","1","03","3","2","17","","","1","3","069","0000797",4886
"04645","02","1","01","1","1","48","02","6","1","3","069","0000797",4886
"04645","02","1","02","2","2","43","","","1","3","069","0000797",4886
"04646","03","1","02","2","2","66","","","1","3","069","0000797",4886
"04646","03","1","01","1","1","68","02","2","1","3","069","0000797",4886
"04647","04","1","08","5","1","24","","","1","3","069","0000797",4886
"04647","04","1","07","3","1","12","","","1","3","069","0000797",4886
"04647","04","1","06","5","1","49","","","1","3","069","0000797",4886
"04647","04","1","05","3","2","19","","","1","3","069","0000797",4886
"04647","04","1","04","5","1","19","","","1","3","069","0000797",4886
"04647","04","1","03","5","1","19","","","1","3","069","0000797",4886
"04647","04","1","02","2","1","49","","","1","3","069","0000797",4886
"04647","04","1","01","1","2","50","03","3","1","3","069","0000797",4886
"04648","05","1","05","3","2","06","","","1","3","069","0000797",4886
"04648","05","1","01","1","1","32","06","3","1","3","069","0000797",4886
"04648","05","1","02","2","2","30","","","1","3","069","0000797",4886
"04648","05","1","03","3","2","11","","","1","3","069","0000797",4886
